Entry	Entry name
P27701	CD82_HUMAN
P27707	DCK_HUMAN
P27708	PYR1_HUMAN
P27797	CALR_HUMAN
P27816	MAP4_HUMAN
P27824	CALX_HUMAN
P27829	WECC_ECOLI
P27986	P85A_HUMAN
P28062	PSB8_HUMAN
P28065	PSB9_HUMAN
P28066	PSA5_HUMAN
P28067	DMA_HUMAN
P28068	DMB_HUMAN
P28070	PSB4_HUMAN
P28072	PSB6_HUMAN
P28074	PSB5_HUMAN
P28161	GSTM2_HUMAN
P28288	ABCD3_HUMAN
P28331	NDUS1_HUMAN
P28340	DPOD1_HUMAN
P28482	MK01_HUMAN
P28635	METQ_ECOLI
P28676	GRAN_HUMAN
P28799	GRN_HUMAN
P28838	AMPL_HUMAN
P28904	TREC_ECOLI
P28906	CD34_HUMAN
P28907	CD38_HUMAN
P29131	FTSN_ECOLI
P29144	TPP2_HUMAN
P29218	IMPA1_HUMAN
P29350	PTN6_HUMAN
P29353	SHC1_HUMAN
P29372	3MG_HUMAN
P29401	TKT_HUMAN
P29466	CASP1_HUMAN
P29536	LMOD1_HUMAN
P29590	PML_HUMAN
P29622	KAIN_HUMAN
P29692	EF1D_HUMAN
P29728	OAS2_HUMAN
P29966	MARCS_HUMAN
P29972	AQP1_HUMAN
P29992	GNA11_HUMAN
P30038	AL4A1_HUMAN
P30040	ERP29_HUMAN
P30041	PRDX6_HUMAN
P30043	BLVRB_HUMAN
P30044	PRDX5_HUMAN
P30046	DOPD_HUMAN
P30047	GFRP_HUMAN
P30048	PRDX3_HUMAN
P30049	ATPD_HUMAN
P30050	RL12_HUMAN
P30084	ECHM_HUMAN
P30085	KCY_HUMAN
P30086	PEBP1_HUMAN
P30101	PDIA3_HUMAN
P30153	2AAA_HUMAN
P30203	CD6_HUMAN
P30273	FCERG_HUMAN
P30419	NMT1_HUMAN
P30511	HLAF_HUMAN
P30519	HMOX2_HUMAN
P30520	PURA2_HUMAN
P30533	AMRP_HUMAN
P30536	TSPO_HUMAN
P30566	PUR8_HUMAN
P30622	CLIP1_HUMAN
P30626	SORCN_HUMAN
P30711	GSTT1_HUMAN
P30740	ILEU_HUMAN
P30744	SDHM_ECOLI
P30750	METN_ECOLI
P30837	AL1B1_HUMAN
P30850	RNB_ECOLI
P30871	3PASE_ECOLI
P30876	RPB2_HUMAN
P31025	LCN1_HUMAN
P31040	SDHA_HUMAN
P31057	PANB_ECOLI
P31063	YEDD_ECOLI
P31120	GLMM_ECOLI
P31142	THTM_ECOLI
P31146	COR1A_HUMAN
P31150	GDIA_HUMAN
P31151	S10A7_HUMAN
P31153	METK2_HUMAN
P31224	ACRB_ECOLI
P31323	KAP3_HUMAN
P31483	TIA1_HUMAN
P31554	LPTD_ECOLI
P31658	HCHA_ECOLI
P31663	PANC_ECOLI
P31689	DNJA1_HUMAN
P31749	AKT1_HUMAN
P31751	AKT2_HUMAN
P31930	QCR1_HUMAN
P31937	3HIDH_HUMAN
P31939	PUR9_HUMAN
P31942	HNRH3_HUMAN
P31943	HNRH1_HUMAN
P31944	CASPE_HUMAN
P31946	1433B_HUMAN
P31947	1433S_HUMAN
P31948	STIP1_HUMAN
P31949	S10AB_HUMAN
P31979	NUOF_ECOLI
P32019	I5P2_HUMAN
P32119	PRDX2_HUMAN
P32121	ARRB2_HUMAN
P32176	FDOG_ECOLI
P32455	GBP1_HUMAN
P32456	GBP2_HUMAN
P32519	ELF1_HUMAN
P32662	GPH_ECOLI
P32942	ICAM3_HUMAN
P32969	RL9_HUMAN
P33121	ACSL1_HUMAN
P33136	OPGG_ECOLI
P33151	CADH5_HUMAN
P33176	KINH_HUMAN
P33195	GCSP_ECOLI
P33232	LLDD_ECOLI
P33240	CSTF2_HUMAN
P33241	LSP1_HUMAN
P33316	DUT_HUMAN
P33599	NUOCD_ECOLI
P33602	NUOG_ECOLI
P33643	RLUD_ECOLI
P33897	ABCD1_HUMAN
P33908	MA1A1_HUMAN
P33920	NDPA_ECOLI
P33991	MCM4_HUMAN
P33992	MCM5_HUMAN
P33993	MCM7_HUMAN
P34810	CD68_HUMAN
P34896	GLYC_HUMAN
P34897	GLYM_HUMAN
P34910	EVI2B_HUMAN
P34913	HYES_HUMAN
P34932	HSP74_HUMAN
P34949	MPI_HUMAN
P35080	PROF2_HUMAN
P35221	CTNA1_HUMAN
P35222	CTNB1_HUMAN
P35232	PHB_HUMAN
P35236	PTN7_HUMAN
P35237	SPB6_HUMAN
P35240	MERL_HUMAN
P35241	RADI_HUMAN
P35244	RFA3_HUMAN
P35249	RFC4_HUMAN
P35250	RFC2_HUMAN
P35251	RFC1_HUMAN
P35268	RL22_HUMAN
P35269	T2FA_HUMAN
P35270	SPRE_HUMAN
P35340	AHPF_ECOLI
P35475	IDUA_HUMAN
P35527	K1C9_HUMAN
P35542	SAA4_HUMAN
P35555	FBN1_HUMAN
P35573	GDE_HUMAN
P35579	MYH9_HUMAN
P35580	MYH10_HUMAN
P35606	COPB2_HUMAN
P35611	ADDA_HUMAN
P35613	BASI_HUMAN
P35625	TIMP3_HUMAN
P35637	FUS_HUMAN
P35658	NU214_HUMAN
P35659	DEK_HUMAN
P35749	MYH11_HUMAN
P35754	GLRX1_HUMAN
P35813	PPM1A_HUMAN
P35914	HMGCL_HUMAN
P35998	PRS7_HUMAN
P36269	GGT5_HUMAN
P36402	TCF7_HUMAN
P36404	ARL2_HUMAN
P36405	ARL3_HUMAN
P36406	TRI23_HUMAN
P36507	MP2K2_HUMAN
P36542	ATPG_HUMAN
P36543	VATE1_HUMAN
P36551	HEM6_HUMAN
P36578	RL4_HUMAN
P36639	8ODP_HUMAN
P36672	PTTBC_ECOLI
P36683	ACNB_ECOLI
P36776	LONM_HUMAN
P36871	PGM1_HUMAN
P36873	PP1G_HUMAN
P36879	YADG_ECOLI
P36915	GNL1_HUMAN
P36929	RSMB_ECOLI
P36938	PGM_ECOLI
P36954	RPB9_HUMAN
P36955	PEDF_HUMAN
P36957	ODO2_HUMAN
P36969	GPX4_HUMAN
P36979	RLMN_ECOLI
P37051	PURU_ECOLI
P37095	PEPB_ECOLI
P37108	SRP14_HUMAN
P37173	TGFR2_HUMAN
P37194	SLP_ECOLI
P37198	NUP62_HUMAN
P37235	HPCL1_HUMAN
P37349	DHAM_ECOLI
P37440	UCPA_ECOLI
P37665	YIAD_ECOLI
P37666	GHRB_ECOLI
P37685	ALDB_ECOLI
P37689	GPMI_ECOLI
P37744	RMLA1_ECOLI
P37745	RMLC_ECOLI
P37747	GLF_ECOLI
P37749	WBBI_ECOLI
P37750	WBBJ_ECOLI
P37751	WBBK_ECOLI
P37759	RMLB1_ECOLI
P37760	RMLD_ECOLI
P37765	RLUB_ECOLI
P37773	MPL_ECOLI
P37802	TAGL2_HUMAN
P37837	TALDO_HUMAN
P37840	SYUA_HUMAN
P37902	GLTI_ECOLI
P37903	USPF_ECOLI
P38117	ETFB_HUMAN
P38159	RBMX_HUMAN
P38432	COIL_HUMAN
P38489	NFSB_ECOLI
P38571	LICH_HUMAN
P38606	VATA_HUMAN
P38646	GRP75_HUMAN
P38919	IF4A3_HUMAN
P39019	RS19_HUMAN
P39023	RL3_HUMAN
P39059	COFA1_HUMAN
P39060	COIA1_HUMAN
P39173	YEAD_ECOLI
P39177	USPG_ECOLI
P39325	YTFQ_ECOLI
P39656	OST48_HUMAN
P39687	AN32A_HUMAN
P39748	FEN1_HUMAN
P39831	YDFG_ECOLI
P40121	CAPG_HUMAN
P40222	TXLNA_HUMAN
P40227	TCPZ_HUMAN
P40259	CD79B_HUMAN
P40261	NNMT_HUMAN
P40306	PSB10_HUMAN
P40429	RL13A_HUMAN
P40616	ARL1_HUMAN
P40692	MLH1_HUMAN
P40763	STAT3_HUMAN
P40818	UBP8_HUMAN
P40925	MDHC_HUMAN
P40926	MDHM_HUMAN
P40937	RFC5_HUMAN
P40938	RFC3_HUMAN
P40939	ECHA_HUMAN
P41091	IF2G_HUMAN
P41214	EIF2D_HUMAN
P41218	MNDA_HUMAN
P41222	PTGDS_HUMAN
P41223	BUD31_HUMAN
P41226	UBA7_HUMAN
P41227	NAA10_HUMAN
P41236	IPP2_HUMAN
P41240	CSK_HUMAN
P41250	GARS_HUMAN
P41252	SYIC_HUMAN
P41409	RIHA_ECOLI
P41567	EIF1_HUMAN
P41732	TSN7_HUMAN
P42025	ACTY_HUMAN
P42126	ECI1_HUMAN
P42166	LAP2A_HUMAN
P42167	LAP2B_HUMAN
P42224	STAT1_HUMAN
P42226	STAT6_HUMAN
P42229	STA5A_HUMAN
P42285	MTREX_HUMAN
P42330	AK1C3_HUMAN
P42331	RHG25_HUMAN
P42345	MTOR_HUMAN
P42356	PI4KA_HUMAN
P42566	EPS15_HUMAN
P42574	CASP3_HUMAN
P42596	RLMG_ECOLI
P42641	OBG_ECOLI
P42677	RS27_HUMAN
P42696	RBM34_HUMAN
P42704	LPPRC_HUMAN
P42765	THIM_HUMAN
P42766	RL35_HUMAN
P42768	WASP_HUMAN
P42785	PCP_HUMAN
P42858	HD_HUMAN
P43034	LIS1_HUMAN
P43121	MUC18_HUMAN
P43155	CACP_HUMAN
P43243	MATR3_HUMAN
P43246	MSH2_HUMAN
P43250	GRK6_HUMAN
P43251	BTD_HUMAN
P43304	GPDM_HUMAN
P43307	SSRA_HUMAN
P43353	AL3B1_HUMAN
P43378	PTN9_HUMAN
P43403	ZAP70_HUMAN
P43405	KSYK_HUMAN
P43487	RANG_HUMAN
P43490	NAMPT_HUMAN
P43652	AFAM_HUMAN
P43686	PRS6B_HUMAN
P43897	EFTS_HUMAN
P45381	ACY2_HUMAN
P45464	LPOA_ECOLI
P45523	FKBA_ECOLI
P45577	PROQ_ECOLI
P45578	LUXS_ECOLI
P45880	VDAC2_HUMAN
P45954	ACDSB_HUMAN
P45955	CPOB_ECOLI
P45973	CBX5_HUMAN
P45974	UBP5_HUMAN
P45984	MK09_HUMAN
P45985	MP2K4_HUMAN
P46019	KPB2_HUMAN
P46060	RAGP1_HUMAN
P46063	RECQ1_HUMAN
P46087	NOP2_HUMAN
P46100	ATRX_HUMAN
P46108	CRK_HUMAN
P46109	CRKL_HUMAN
P46130	YBHC_ECOLI
P46199	IF2M_HUMAN
P46379	BAG6_HUMAN
P46459	NSF_HUMAN
P46527	CDN1B_HUMAN
P46734	MP2K3_HUMAN
P46736	BRCC3_HUMAN
P46776	RL27A_HUMAN
P46777	RL5_HUMAN
P46778	RL21_HUMAN
P46779	RL28_HUMAN
P46781	RS9_HUMAN
P46782	RS5_HUMAN
P46783	RS10_HUMAN
P46821	MAP1B_HUMAN
P46837	YHGF_ECOLI
P46926	GNPI1_HUMAN
P46937	YAP1_HUMAN
P46939	UTRN_HUMAN
P46940	IQGA1_HUMAN
P46952	3HAO_HUMAN
P46976	GLYG_HUMAN
P46977	STT3A_HUMAN
P47224	MSS4_HUMAN
P47712	PA24A_HUMAN
P47755	CAZA2_HUMAN
P47756	CAPZB_HUMAN
P47897	SYQ_HUMAN
P47914	RL29_HUMAN
P47985	UCRI_HUMAN
P48047	ATPO_HUMAN
P48059	LIMS1_HUMAN
P48147	PPCE_HUMAN
P48163	MAOX_HUMAN
P48382	RFX5_HUMAN
P48426	PI42A_HUMAN
P48444	COPD_HUMAN
P48449	LSS_HUMAN
P48454	PP2BC_HUMAN
P48506	GSH1_HUMAN
P48507	GSH0_HUMAN
P48553	TPC10_HUMAN
P48556	PSMD8_HUMAN
P48634	PRC2A_HUMAN
P48637	GSHB_HUMAN
P48643	TCPE_HUMAN
P48651	PTSS1_HUMAN
P48681	NEST_HUMAN
P48723	HSP13_HUMAN
P48729	KC1A_HUMAN
P48735	IDHP_HUMAN
P48739	PIPNB_HUMAN
P48960	AGRE5_HUMAN
P49006	MRP_HUMAN
P49023	PAXI_HUMAN
P49137	MAPK2_HUMAN
P49189	AL9A1_HUMAN
P49207	RL34_HUMAN
P49247	RPIA_HUMAN
P49257	LMAN1_HUMAN
P49321	NASP_HUMAN
P49327	FAS_HUMAN
P49354	FNTA_HUMAN
P49368	TCPG_HUMAN
P49406	RM19_HUMAN
P49407	ARRB1_HUMAN
P49411	EFTU_HUMAN
P49419	AL7A1_HUMAN
P49454	CENPF_HUMAN
P49458	SRP09_HUMAN
P49459	UBE2A_HUMAN
P49585	PCY1A_HUMAN
P49588	SYAC_HUMAN
P49589	SYCC_HUMAN
P49590	SYHM_HUMAN
P49591	SYSC_HUMAN
P49593	PPM1F_HUMAN
P49711	CTCF_HUMAN
P49720	PSB3_HUMAN
P49721	PSB2_HUMAN
P49736	MCM2_HUMAN
P49747	COMP_HUMAN
P49748	ACADV_HUMAN
P49750	YLPM1_HUMAN
P49755	TMEDA_HUMAN
P49756	RBM25_HUMAN
P49757	NUMB_HUMAN
P49770	EI2BB_HUMAN
P49773	HINT1_HUMAN
P49789	FHIT_HUMAN
P49790	NU153_HUMAN
P49792	RBP2_HUMAN
P49795	RGS19_HUMAN
P49821	NDUV1_HUMAN
P49840	GSK3A_HUMAN
P49841	GSK3B_HUMAN
P49863	GRAK_HUMAN
P49902	5NTC_HUMAN
P49903	SPS1_HUMAN
P49913	CAMP_HUMAN
P49915	GUAA_HUMAN
P49916	DNLI3_HUMAN
P49959	MRE11_HUMAN
P49961	ENTP1_HUMAN
P50135	HNMT_HUMAN
P50148	GNAQ_HUMAN
P50151	GBG10_HUMAN
P50213	IDH3A_HUMAN
P50225	ST1A1_HUMAN
P50238	CRIP1_HUMAN
P50336	PPOX_HUMAN
P50395	GDIB_HUMAN
P50402	EMD_HUMAN
P50416	CPT1A_HUMAN
P50440	GATM_HUMAN
P50452	SPB8_HUMAN
P50453	SPB9_HUMAN
P50454	SERPH_HUMAN
P50552	VASP_HUMAN
P50570	DYN2_HUMAN
P50579	MAP2_HUMAN
P50583	AP4A_HUMAN
P50749	RASF2_HUMAN
P50750	CDK9_HUMAN
P50851	LRBA_HUMAN
P50895	BCAM_HUMAN
P50897	PPT1_HUMAN
P50914	RL14_HUMAN
P50990	TCPQ_HUMAN
P50991	TCPD_HUMAN
P50995	ANX11_HUMAN
P51003	PAPOA_HUMAN
P51114	FXR1_HUMAN
P51148	RAB5C_HUMAN
P51149	RAB7A_HUMAN
P51151	RAB9A_HUMAN
P51153	RAB13_HUMAN
P51159	RB27A_HUMAN
P51178	PLCD1_HUMAN
P51398	RT29_HUMAN
P51452	DUS3_HUMAN
P51531	SMCA2_HUMAN
P51532	SMCA4_HUMAN
P51553	IDH3G_HUMAN
P51570	GALK1_HUMAN
P51571	SSRD_HUMAN
P51572	BAP31_HUMAN
P51580	TPMT_HUMAN
P51606	RENBP_HUMAN
P51608	MECP2_HUMAN
P51610	HCFC1_HUMAN
P51648	AL3A2_HUMAN
P51649	SSDH_HUMAN
P51659	DHB4_HUMAN
P51665	PSMD7_HUMAN
P51688	SPHM_HUMAN
P51692	STA5B_HUMAN
P51784	UBP11_HUMAN
P51798	CLCN7_HUMAN
P51809	VAMP7_HUMAN
P51812	KS6A3_HUMAN
P51857	AK1D1_HUMAN
P51858	HDGF_HUMAN
P51884	LUM_HUMAN
P51888	PRELP_HUMAN
P51911	CNN1_HUMAN
P51970	NDUA8_HUMAN
P51991	ROA3_HUMAN
P52061	IXTPA_ECOLI
P52209	6PGD_HUMAN
P52272	HNRPM_HUMAN
P52294	IMA5_HUMAN
P52298	NCBP2_HUMAN
P52306	GDS1_HUMAN
P52434	RPAB3_HUMAN
P52564	MP2K6_HUMAN
P52565	GDIR1_HUMAN
P52566	GDIR2_HUMAN
P52594	AGFG1_HUMAN
P52597	HNRPF_HUMAN
P52630	STAT2_HUMAN
P52643	LDHD_ECOLI
P52644	HSLJ_ECOLI
P52655	TF2AA_HUMAN
P52697	6PGL_ECOLI
P52701	MSH6_HUMAN
P52756	RBM5_HUMAN
P52788	SPSY_HUMAN
P52790	HXK3_HUMAN
P52799	EFNB2_HUMAN
P52815	RM12_HUMAN
P52888	THOP1_HUMAN
P52907	CAZA1_HUMAN
P52943	CRIP2_HUMAN
P52948	NUP98_HUMAN
P53004	BIEA_HUMAN
P53007	TXTP_HUMAN
P53041	PPP5_HUMAN
P53365	ARFP2_HUMAN
P53367	ARFP1_HUMAN
P53384	NUBP1_HUMAN
P53396	ACLY_HUMAN
P53582	MAP11_HUMAN
P53597	SUCA_HUMAN
P53602	MVD1_HUMAN
P53609	PGTB1_HUMAN
P53618	COPB_HUMAN
P53621	COPA_HUMAN
P53634	CATC_HUMAN
P53680	AP2S1_HUMAN
P53801	PTTG_HUMAN
P53814	SMTN_HUMAN
P53990	IST1_HUMAN
P53992	SC24C_HUMAN
P53999	TCP4_HUMAN
P54136	SYRC_HUMAN
P54252	ATX3_HUMAN
P54289	CA2D1_HUMAN
P54577	SYYC_HUMAN
P54578	UBP14_HUMAN
P54619	AAKG1_HUMAN
P54652	HSP72_HUMAN
P54709	AT1B3_HUMAN
P54725	RD23A_HUMAN
P54727	RD23B_HUMAN
P54802	ANAG_HUMAN
P54819	KAD2_HUMAN
P54852	EMP3_HUMAN
P54886	P5CS_HUMAN
P54920	SNAA_HUMAN
P54922	ADPRH_HUMAN
P55008	AIF1_HUMAN
P55010	IF5_HUMAN
P55036	PSMD4_HUMAN
P55039	DRG2_HUMAN
P55058	PLTP_HUMAN
P55060	XPO2_HUMAN
P55072	TERA_HUMAN
P55081	MFAP1_HUMAN
P55083	MFAP4_HUMAN
P55084	ECHB_HUMAN
P55145	MANF_HUMAN
P55160	NCKPL_HUMAN
P55196	AFAD_HUMAN
P55209	NP1L1_HUMAN
P55212	CASP6_HUMAN
P55263	ADK_HUMAN
P55265	DSRAD_HUMAN
P55268	LAMB2_HUMAN
P55290	CAD13_HUMAN
P55327	TPD52_HUMAN
P55735	SEC13_HUMAN
P55769	NH2L1_HUMAN
P55786	PSA_HUMAN
P55795	HNRH2_HUMAN
P55809	SCOT1_HUMAN
P55884	EIF3B_HUMAN
P55899	FCGRN_HUMAN
P55957	BID_HUMAN
P56134	ATPK_HUMAN
P56182	RRP1_HUMAN
P56192	SYMC_HUMAN
P56199	ITA1_HUMAN
P56211	ARP19_HUMAN
P56279	TCL1A_HUMAN
P56377	AP1S2_HUMAN
P56385	ATP5I_HUMAN
P56537	IF6_HUMAN
P56545	CTBP2_HUMAN
P56556	NDUA6_HUMAN
P56580	PTHB_ECOLI
P57075	UBS3A_HUMAN
P57088	TMM33_HUMAN
P57105	SYJ2B_HUMAN
P57737	CORO7_HUMAN
P57740	NU107_HUMAN
P57764	GSDMD_HUMAN
P57772	SELB_HUMAN
P58107	EPIPL_HUMAN
P58546	MTPN_HUMAN
P59768	GBG2_HUMAN
P59998	ARPC4_HUMAN
P60033	CD81_HUMAN
P60059	SC61G_HUMAN
P60174	TPIS_HUMAN
P60228	EIF3E_HUMAN
P60293	MUKF_ECOLI
P60390	RSMH_ECOLI
P60422	RL2_ECOLI
P60438	RL3_ECOLI
P60468	SC61B_HUMAN
P60510	PP4C_HUMAN
P60520	GBRL2_HUMAN
P60546	KGUA_ECOLI
P60560	GUAC_ECOLI
P60624	RL24_ECOLI
P60651	SPEB_ECOLI
P60660	MYL6_HUMAN
P60709	ACTB_HUMAN
P60716	LIPA_ECOLI
P60723	RL4_ECOLI
P60752	MSBA_ECOLI
P60785	LEPA_ECOLI
P60842	IF4A1_HUMAN
P60866	RS20_HUMAN
P60891	PRPS1_HUMAN
P60900	PSA6_HUMAN
P60903	S10AA_HUMAN
P60906	SYH_ECOLI
P60953	CDC42_HUMAN
P60981	DEST_HUMAN
P60983	GMFB_HUMAN
P61006	RAB8A_HUMAN
P61009	SPCS3_HUMAN
P61011	SRP54_HUMAN
P61018	RAB4B_HUMAN
P61019	RAB2A_HUMAN
P61020	RAB5B_HUMAN
P61026	RAB10_HUMAN
P61077	UB2D3_HUMAN
P61081	UBC12_HUMAN
P61086	UBE2K_HUMAN
P61088	UBE2N_HUMAN
P61106	RAB14_HUMAN
P61158	ARP3_HUMAN
P61160	ARP2_HUMAN
P61163	ACTZ_HUMAN
P61175	RL22_ECOLI
P61201	CSN2_HUMAN
P61221	ABCE1_HUMAN
P61224	RAP1B_HUMAN
P61225	RAP2B_HUMAN
P61244	MAX_HUMAN
P61247	RS3A_HUMAN
P61254	RL26_HUMAN
P61289	PSME3_HUMAN
P61313	RL15_HUMAN
P61320	LOLB_ECOLI
P61326	MGN_HUMAN
P61353	RL27_HUMAN
P61421	VA0D1_HUMAN
P61457	PHS_HUMAN
P61513	RL37A_HUMAN
P61517	CAN_ECOLI
P61586	RHOA_HUMAN
P61599	NAA20_HUMAN
P61604	CH10_HUMAN
P61619	S61A1_HUMAN
P61626	LYSC_HUMAN
P61714	RISB_ECOLI
P61758	PFD3_HUMAN
P61764	STXB1_HUMAN
P61769	B2MG_HUMAN
P61803	DAD1_HUMAN
P61889	MDH_ECOLI
P61916	NPC2_HUMAN
P61923	COPZ1_HUMAN
P61949	FLAV_ECOLI
P61956	SUMO2_HUMAN
P61960	UFM1_HUMAN
P61962	DCAF7_HUMAN
P61964	WDR5_HUMAN
P61966	AP1S1_HUMAN
P61970	NTF2_HUMAN
P61978	HNRPK_HUMAN
P61981	1433G_HUMAN
P62070	RRAS2_HUMAN
P62072	TIM10_HUMAN
P62081	RS7_HUMAN
P62136	PP1A_HUMAN
P62140	PP1B_HUMAN
P62191	PRS4_HUMAN
P62195	PRS8_HUMAN
P62241	RS8_HUMAN
P62244	RS15A_HUMAN
P62249	RS16_HUMAN
P62258	1433E_HUMAN
P62263	RS14_HUMAN
P62266	RS23_HUMAN
P62269	RS18_HUMAN
P62273	RS29_HUMAN
P62277	RS13_HUMAN
P62280	RS11_HUMAN
P62304	RUXE_HUMAN
P62310	LSM3_HUMAN
P62312	LSM6_HUMAN
P62314	SMD1_HUMAN
P62316	SMD2_HUMAN
P62318	SMD3_HUMAN
P62328	TYB4_HUMAN
P62330	ARF6_HUMAN
P62333	PRS10_HUMAN
P62341	SELT_HUMAN
P62399	RL5_ECOLI
P62424	RL7A_HUMAN
P62495	ERF1_HUMAN
P62620	ISPG_ECOLI
P62623	ISPH_ECOLI
P62633	CNBP_HUMAN
P62701	RS4X_HUMAN
P62707	GPMA_ECOLI
P62714	PP2AB_HUMAN
P62736	ACTA_HUMAN
P62750	RL23A_HUMAN
P62753	RS6_HUMAN
P62768	YAEH_ECOLI
P62805	H4_HUMAN
P62820	RAB1A_HUMAN
P62826	RAN_HUMAN
P62829	RL23_HUMAN
P62834	RAP1A_HUMAN
P62841	RS15_HUMAN
P62847	RS24_HUMAN
P62851	RS25_HUMAN
P62854	RS26_HUMAN
P62857	RS28_HUMAN
P62861	RS30_HUMAN
P62873	GBB1_HUMAN
P62875	RPAB5_HUMAN
P62877	RBX1_HUMAN
P62879	GBB2_HUMAN
P62888	RL30_HUMAN
P62899	RL31_HUMAN
P62906	RL10A_HUMAN
P62910	RL32_HUMAN
P62913	RL11_HUMAN
P62917	RL8_HUMAN
P62937	PPIA_HUMAN
P62942	FKB1A_HUMAN
P62979	RS27A_HUMAN
P62993	GRB2_HUMAN
P62995	TRA2B_HUMAN
P63000	RAC1_HUMAN
P63010	AP2B1_HUMAN
P63020	NFUA_ECOLI
P63027	VAMP2_HUMAN
P63098	CANB1_HUMAN
P63104	1433Z_HUMAN
P63151	2ABA_HUMAN
P63165	SUMO1_HUMAN
P63172	DYLT1_HUMAN
P63173	RL38_HUMAN
P63208	SKP1_HUMAN
P63220	RS21_HUMAN
P63224	GMHA_ECOLI
P63235	GADC_ECOLI
P63241	IF5A1_HUMAN
P63244	RACK1_HUMAN
P63261	ACTG_HUMAN
P63279	UBC9_HUMAN
P63284	CLPB_ECOLI
P63313	TYB10_HUMAN
P64429	YPFJ_ECOLI
P64451	YDCL_ECOLI
P64499	YEBO_ECOLI
P64581	YQJD_ECOLI
P64596	YRAP_ECOLI
P64604	MLAD_ECOLI
P67127	YGDQ_ECOLI
P67809	YBOX1_HUMAN
P67812	SC11A_HUMAN
P67870	CSK2B_HUMAN
P67910	HLDD_ECOLI
P67936	TPM4_HUMAN
P68036	UB2L3_HUMAN
P68066	GRCA_ECOLI
P68187	MALK_ECOLI
P68191	SRA_ECOLI
P68206	YJBJ_ECOLI
P68366	TBA4A_HUMAN
P68371	TBB4B_HUMAN
P68400	CSK21_HUMAN
P68402	PA1B2_HUMAN
P68679	RS21_ECOLI
P68767	AMPA_ECOLI
P68871	HBB_HUMAN
P68919	RL25_ECOLI
P69222	IF1_ECOLI
P69411	RCSF_ECOLI
P69428	TATA_ECOLI
P69441	KAD_ECOLI
P69503	APT_ECOLI
P69776	LPP_ECOLI
P69783	PTGA_ECOLI
P69786	PTGCB_ECOLI
P69797	PTNAB_ECOLI
P69801	PTNC_ECOLI
P69805	PTND_ECOLI
P69874	POTA_ECOLI
P69905	HBA_HUMAN
P69908	DCEA_ECOLI
P69924	RIR2_ECOLI
P75682	YAGE_ECOLI
P75818	YBJP_ECOLI
P75838	YCAO_ECOLI
P75863	YCBX_ECOLI
P75864	RLMKL_ECOLI
P75867	LONH_ECOLI
P75874	YCCU_ECOLI
P75876	RLMI_ECOLI
P75915	YCDY_ECOLI
P75957	LOLD_ECOLI
P75958	LOLE_ECOLI
P76015	DHAK_ECOLI
P76116	YNCE_ECOLI
P76177	YDGH_ECOLI
P76268	KDGR_ECOLI
P76270	MSRC_ECOLI
P76290	CMOA_ECOLI
P76372	WZZB_ECOLI
P76402	YEGP_ECOLI
P76403	TRHP_ECOLI
P76418	YEGU_ECOLI
P76506	MLAA_ECOLI
P76537	YFEY_ECOLI
P76558	MAO2_ECOLI
P76576	YFGM_ECOLI
P76658	HLDE_ECOLI
P77247	HXPB_ECOLI
P77293	GTRB_ECOLI
P77395	CNOX_ECOLI
P77488	DXS_ECOLI
P77529	TCYP_ECOLI
P77596	YAGF_ECOLI
P77695	GNSB_ECOLI
P77717	YBAY_ECOLI
P77718	THII_ECOLI
P77774	BAMB_ECOLI
P77804	YDGA_ECOLI
P78316	NOP14_HUMAN
P78318	IGBP1_HUMAN
P78324	SHPS1_HUMAN
P78332	RBM6_HUMAN
P78344	IF4G2_HUMAN
P78347	GTF2I_HUMAN
P78356	PI42B_HUMAN
P78362	SRPK2_HUMAN
P78371	TCPB_HUMAN
P78406	RAE1L_HUMAN
P78417	GSTO1_HUMAN
P78527	PRKDC_HUMAN
P78537	BL1S1_HUMAN
P78539	SRPX_HUMAN
P79483	DRB3_HUMAN
P80188	NGAL_HUMAN
P80217	IN35_HUMAN
P80303	NUCB2_HUMAN
P80404	GABT_HUMAN
P80723	BASP1_HUMAN
P81605	DCD_HUMAN
P82650	RT22_HUMAN
P82675	RT05_HUMAN
P82909	RT36_HUMAN
P82912	RT11_HUMAN
P82921	RT21_HUMAN
P82930	RT34_HUMAN
P82932	RT06_HUMAN
P82970	HMGN5_HUMAN
P82979	SARNP_HUMAN
P82980	RET5_HUMAN
P83111	LACTB_HUMAN
P83731	RL24_HUMAN
P83876	TXN4A_HUMAN
P83916	CBX1_HUMAN
P84085	ARF5_HUMAN
P84090	ERH_HUMAN
P84095	RHOG_HUMAN
P84098	RL19_HUMAN
P84101	SERF2_HUMAN
P84103	SRSF3_HUMAN
P84157	MXRA7_HUMAN
P84243	H33_HUMAN
P85037	FOXK1_HUMAN
P98082	DAB2_HUMAN
P98095	FBLN2_HUMAN
P98160	PGBM_HUMAN
P98171	RHG04_HUMAN
P98175	RBM10_HUMAN
P98179	RBM3_HUMAN
P99999	CYC_HUMAN
Q00013	EM55_HUMAN
Q00059	TFAM_HUMAN
Q00169	PIPNA_HUMAN
Q00325	MPCP_HUMAN
Q00341	VIGLN_HUMAN
Q00403	TF2B_HUMAN
Q00577	PURA_HUMAN
Q00610	CLH1_HUMAN
Q00613	HSF1_HUMAN
